name,module,file,line,first_tactic,n_tokens,truncated,surprise_given,mean_surprise,surprise_alone,pmi,mean_pmi,max_incongruity,first_step_surprise,max_rank
w_loss,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,54,simpa,81,0,0.49055591225624084,0.006056245882064104,423.32159423828125,422.8310241699219,5.220136100863233,-1.8569357052911073e-05,0.029304930940270424,1
c_slope_lt,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,62,have,228,0,245.8448486328125,1.0782668590545654,561.5963134765625,315.75146484375,1.384874845805921,8.080331802368164,0.7408780455589294,275
c_slope_large_lt,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,74,have,226,0,25.618234634399414,0.11335501819849014,566.2548217773438,540.6365966796875,2.3921973304410953,5.0357465744018555,0.09242594987154007,5
w_slope_lt,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,86,let,254,0,96.7694320678711,0.38098201155662537,596.0817260742188,499.3122863769531,1.9657964030588706,11.586228370666504,4.313666820526123,146
c_pair_from_floor,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,102,have,182,0,191.3983612060547,1.0516393184661865,643.5556030273438,452.1572265625,2.484380365728022,6.320999622344971,0.5331355333328247,373
w_pair_from_floor,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,117,have,153,0,19.297204971313477,0.1261255294084549,592.031005859375,572.7338256835938,3.7433583378012663,4.2902140617370605,0.02829342894256115,12
c_contract,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,132,have,186,0,205.59262084960938,1.1053366661071777,577.1864624023438,371.5938415527344,1.9978163524340558,9.2909574508667,0.42276719212532043,1752
w_contract,Problems.Juggler.ReturnWordBounds,formal/Problems/Juggler/ReturnWordBounds.lean,143,have,185,0,6.515427589416504,0.035218529403209686,572.6111450195312,566.095703125,3.0599767736486485,3.056290864944458,0.006478379480540752,2
exponent_A,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,16,norm_num,15,0,38.391380310058594,2.5594255924224854,115.15630340576172,76.76492309570312,5.117661539713541,3.6939539909362793,3.6199235916137695,673
exponent_B,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,19,norm_num,15,0,6.153397083282471,0.4102264940738678,117.12218475341797,110.96878814697266,7.397919209798177,5.833495616912842,0.014967402443289757,4
exponent_C,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,22,norm_num,17,0,24.38593292236328,1.4344666004180908,118.15699005126953,93.77105712890625,5.5159445369944855,17.440235137939453,0.1837392896413803,994
exponent_D,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,25,norm_num,17,0,6.3586273193359375,0.37403690814971924,121.62129211425781,115.26266479492188,6.780156752642463,5.786092281341553,0.02057436667382717,5
exponent_W,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,30,norm_num,17,0,5.372468948364258,0.31602758169174194,125.200927734375,119.82846069335938,7.048732981962316,3.1065759658813477,0.4246481955051422,5
exponent_V,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,35,norm_num,17,0,6.3952202796936035,0.3761894404888153,123.8507080078125,117.45549011230469,6.909146477194393,3.6157920360565186,0.011252513155341148,6
eval_A,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,38,simp,25,0,28.885059356689453,1.1554023027420044,169.22891235351562,140.34385681152344,5.6137542724609375,4.417515277862549,1.758056879043579,72
eval_B,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,40,simp,19,0,5.541193962097168,0.29164180159568787,159.9165802001953,154.37538146972656,8.12502007735403,4.485477924346924,0.03217552229762077,4
c_tails,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,45,norm_num,26,0,22.94564437866211,0.8825247883796692,164.3109130859375,141.36526489257812,5.437125572791467,2.9251046180725098,1.3821845054626465,9
d_tails,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,50,norm_num,29,0,11.89035415649414,0.41001221537590027,167.1170654296875,155.22671508789062,5.352645347858298,5.464042663574219,0.037031132727861404,5
ac_tails,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,55,norm_num,26,0,10.182323455810547,0.39162784814834595,164.3109130859375,154.1285858154297,5.92802253136268,4.830233573913574,0.04306225851178169,6
w_tails,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,60,norm_num,32,0,8.85859489440918,0.27683109045028687,173.7498016357422,164.89120483398438,5.152850151062012,6.092980861663818,0.04292111471295357,5
v_tails,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,65,norm_num,32,0,4.633159160614014,0.14478622376918793,173.9620819091797,169.32891845703125,5.291528701782227,3.86631441116333,0.00355528830550611,3
ac_grows,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,68,apply,100,0,133.74864196777344,1.3374863862991333,380.4566650390625,246.70802307128906,2.4670802307128907,6.623292922973633,2.7353391647338867,484
d_grows,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,77,apply,95,0,17.31447410583496,0.18225763738155365,372.1461181640625,354.8316345214844,3.7350698370682567,5.680795669555664,0.32478606700897217,6
v_grows,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,85,apply,103,0,9.023557662963867,0.08760735392570496,390.1463623046875,381.122802734375,3.700221385770631,5.275776386260986,0.1790955662727356,5
odd_step_ge,Problems.Juggler.ReturnWordData,formal/Problems/Juggler/ReturnWordData.lean,93,by_cases,66,0,83.59312438964844,1.266562581062317,299.72979736328125,216.1366729736328,3.2747980753580728,5.003952980041504,3.7299509048461914,67
